exp_id,exp_name,investigators,researchers,attachments,n_fcs_files_total,n_fcs_files_parse
FR-FCM-ZZE9,Cell cycle screen of yeast deletion library - prescreen on YPD - set 11,Ilya Soifer,Ilya Soifer,"new(""attachmentProxy"", description = NULL, name = ""YKO.txt.annotation.CSV"", url = ""https://flowrepository.org/experiments/457/attachments/713/download"", size = 252459, md5sum = ""37266f1a1f0fd2dddc5315a91fae499c"", localpath = NULL)",142,30
FR-FCM-ZZEB,OMIP-024: Pan-leukocyte immunophenotypic characterization of human PBMC subsets  (18-color panel),Stephen DeRosa,Gemma Moncunill,NA,21,21
FR-FCM-ZZEC,OMIP-025: Evaluation of human T- and NK-cell responses including memory and follicular helper phenotype by intracellular cytokine staining,Stephen DeRosa,Gemma Moncunill,NA,19,19
FR-FCM-ZZED,Isotope transmission in mass cytometry (Figure 6),Antonio Cosma,Antonio Cosma,"new(""attachmentProxy"", description = NULL, name = ""anl20131128_CEA_CIPHE_Nov_Fig6.jo"", url = ""https://flowrepository.org/experiments/461/attachments/717/download"", size = 480845, md5sum = ""2b896d0790875b4d9a4be77a86809b38"", localpath = NULL)",3,3
FR-FCM-ZZEK,P. putida KT2440 cell sorting by DNA content,Michael Jahn,Michael Jahn,NA,9,9
FR-FCM-ZZEL,BODIPY® FL Histamine as a new modality for quantitative detection of histamine receptor upregulation upon IgE sensitization in murine bone marrow-derived mast cells,Arash Mirzahosseini,Arash Mirzahosseini,NA,12,12
FR-FCM-ZZEM,Cryopreservation of MHC multimers - Figure 6,Dominik Maurer,Dominik Maurer,NA,86,30
FR-FCM-ZZEN,Mouse BDL with Clodronate injection,Caroline Duwaerts,Caroline Duwaerts,NA,23,23
FR-FCM-ZZEX,Mouse BDL with anti-LFA-1 injection,Caroline Duwaerts,Caroline Duwaerts,NA,13,13
FR-FCM-ZZEP,Mouse BDL with 1400W injection,Caroline Duwaerts,Caroline Duwaerts,NA,26,26
FR-FCM-ZZEQ,Mouse BDL with anti-IFNgamma injection,Caroline Duwaerts,Caroline Duwaerts,NA,10,10
FR-FCM-ZZEU,CXCR6-deficiency,Sofie Van Gassen,Sofie Van Gassen,"new(""attachmentProxy"", description = NULL, name = ""MIFlowCyt_Item_Checklist.doc"", url = ""https://flowrepository.org/experiments/478/attachments/767/download"", size = 229888, md5sum = ""f285cf4f221e38f5121b395055ad7db2"", localpath = NULL)",23,23
FR-FCM-ZZEV,Twins TS01,Pratip Chattopadhyay,Pratip Chattopadhyay,"new(""attachmentProxy"", description = ""FlowJo workspaces for all data"", name = ""FlowJo.zip"", url = ""https://flowrepository.org/experiments/479/attachments/768/download"", size = 68026163, md5sum = ""2eb1ae2b512a86784015f42fa5163c80"", localpath = NULL)",224,30
FR-FCM-ZZFZ,Twins TS02,Pratip Chattopadhyay,Pratip Chattopadhyay,NA,224,30
FR-FCM-ZZFY,Twins TS03,Pratip Chattopadhyay,Pratip Chattopadhyay,NA,112,30
FR-FCM-ZZF2,Magnetic Field and Nano Effects,Anjan Kumar  Dasgupta,Anjan Kumar  Dasgupta,NA,18,18
FR-FCM-ZZF4,Twins TS04,Pratip Chattopadhyay,Pratip Chattopadhyay,NA,104,30
FR-FCM-ZZF5,Twins TS05,Pratip Chattopadhyay,Pratip Chattopadhyay,NA,224,30
FR-FCM-ZZF6,Twins TS06,Pratip Chattopadhyay,Pratip Chattopadhyay,NA,224,30
FR-FCM-ZZF7,Twins TS07,Pratip Chattopadhyay,Pratip Chattopadhyay,NA,182,30
FR-FCM-ZZF8,Twins TS08,Pratip Chattopadhyay,Pratip Chattopadhyay,NA,182,30
FR-FCM-ZZF9,Twins TS09,Pratip Chattopadhyay,Pratip Chattopadhyay,NA,182,30
FR-FCM-ZZFA,Twins TS10,Pratip Chattopadhyay,Pratip Chattopadhyay,NA,182,30
FR-FCM-ZZFB,Twins TS11,Pratip Chattopadhyay,Pratip Chattopadhyay,NA,182,30
FR-FCM-ZZFC,Twins TS12,Pratip Chattopadhyay,Pratip Chattopadhyay,NA,182,30
FR-FCM-ZZFD,Twins TS13,Pratip Chattopadhyay,Pratip Chattopadhyay,NA,182,30
FR-FCM-ZZFE,Twins TS14,Pratip Chattopadhyay,Pratip Chattopadhyay,NA,157,30
FR-FCM-ZZFF,Twins TS15,Pratip Chattopadhyay,Pratip Chattopadhyay,NA,182,30
FR-FCM-ZZFG,Twins TS16,Pratip Chattopadhyay,Pratip Chattopadhyay,NA,182,30
FR-FCM-ZZFH,Twins TS17,Pratip Chattopadhyay,Pratip Chattopadhyay,NA,182,30
FR-FCM-ZZFW,Twins TS18,Pratip Chattopadhyay,Pratip Chattopadhyay,NA,182,30
FR-FCM-ZZFJ,Twins TS19,Pratip Chattopadhyay,Pratip Chattopadhyay,NA,182,30
FR-FCM-ZZFK,Twins TS20,Pratip Chattopadhyay,Pratip Chattopadhyay,NA,70,30
FR-FCM-ZZFL,Twins TS21,Pratip Chattopadhyay,Pratip Chattopadhyay,NA,166,30
FR-FCM-ZZFM,Twins TS22,Pratip Chattopadhyay,Pratip Chattopadhyay,NA,182,30
FR-FCM-ZZFP,Twins TS24,Pratip Chattopadhyay,Pratip Chattopadhyay,NA,156,30
FR-FCM-ZZFQ,Twins TS25,Pratip Chattopadhyay,Pratip Chattopadhyay,NA,182,30
FR-FCM-ZZFR,Twins TS26,Pratip Chattopadhyay,Pratip Chattopadhyay,NA,182,30
FR-FCM-ZZFS,Twins TS27,Pratip Chattopadhyay,Pratip Chattopadhyay,NA,182,30
FR-FCM-ZZFT,Twins TS28,Pratip Chattopadhyay,Pratip Chattopadhyay,NA,154,30
FR-FCM-ZZFU,Twins TS23,Pratip Chattopadhyay,Pratip Chattopadhyay,NA,182,30
FR-FCM-ZZFV,Twins NV01,Pratip Chattopadhyay,Pratip Chattopadhyay,NA,168,30
FR-FCM-ZZGZ,Twins NV02,Pratip Chattopadhyay,Pratip Chattopadhyay,NA,147,30
FR-FCM-ZZG3,Retransduction pattern with RET vectors,Axel Schambach,Juliane Wilhelmine Schott,NA,19,19
FR-FCM-ZZG4,Notch/Delta HL60,Mariastefania Antica,Mariastefania Antica,"new(""attachmentProxy"", description = NULL, name = ""MA200209.001"", url = ""https://flowrepository.org/experiments/516/attachments/769/download"", size = 286, md5sum = ""c6c8f8db66c3ad5d6d327997edec97e3"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""MA200209.002"", url = ""https://flowrepository.org/experiments/516/attachments/770/download"", size = 286, md5sum = ""66367d1a9ffc4969e6e2799be0f18f16"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""MA200209.003-(1)"", url = ""https://flowrepository.org/experiments/516/attachments/771/download"", size = 286, md5sum = ""4f352de0caecd764efba244b51306ab1"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""MA200209.004"", url = ""https://flowrepository.org/experiments/516/attachments/772/download"", size = 286, md5sum = ""48e0ad78007a91879878d04fe281bae1"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""MA200209.005"", url = ""https://flowrepository.org/experiments/516/attachments/773/download"", size = 286, md5sum = ""9672170dc8d4a858261494dc44b18f05"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""MA200209.006-(1)"", url = ""https://flowrepository.org/experiments/516/attachments/774/download"", size = 286, md5sum = ""1b28ade3bbfe0eccc61d35e638cce1c1"", localpath = NULL)",17,17
FR-FCM-ZZG6,data analysis activated sludge,Susanne Günther,Susanne Günther,NA,10,10
FR-FCM-ZZG8,Exploration of innate immune cells populations in PBMC,Francoise Gondois-Rey,Francoise Gondois-Rey,NA,2,2
FR-FCM-ZZGB,combination of anaerobic digestion with electrochemical setup,Christin Koch,Christin Koch,NA,131,30
FR-FCM-ZZGC,SOPHE data,John  Zaunders,John  Zaunders,"new(""attachmentProxy"", description = NULL, name = ""SOPHE_paper_clustering.jo"", url = ""https://flowrepository.org/experiments/524/attachments/873/download"", size = 3390960, md5sum = ""1de563a45d3c82ade5c416143be807d7"", localpath = NULL)",10,10
FR-FCM-ZZGM,Standardization of microparticle counts,Philippe Poncelet,Philippe Poncelet,NA,12,12
FR-FCM-ZZGN,Liposome measurement,John Nolan,John Nolan,NA,5,5
FR-FCM-ZZGX,EVs in rat PRP,John Nolan,John Nolan,NA,8,8
FR-FCM-ZZGR,FRET efficiency standards,Jakub Nedbal,Jakub Nedbal,"new(""attachmentProxy"", description = ""Matlab code for FRET efficiency analysis"", name = ""FRETeff.m"", url = ""https://flowrepository.org/experiments/539/attachments/796/download"", size = 47084, md5sum = ""14a3acaa6184abe084301a5624a9365e"", localpath = NULL)|new(""attachmentProxy"", description = ""Support Matlab code for plotting 2D scatter plots (Robert Henson)"", name = ""dscatter.m"", url = ""https://flowrepository.org/experiments/539/attachments/798/download"", size = 8764, md5sum = ""706b1e94a8cd2edd349d4be0de91e8d3"", localpath = NULL)|new(""attachmentProxy"", description = ""Support Matlab code for importing FCS files (Laszlo Balkay)"", name = ""fca_readfcs.m"", url = ""https://flowrepository.org/experiments/539/attachments/799/download"", size = 18950, md5sum = ""299ff655b86fffd88457801b1c1c867b"", localpath = NULL)|new(""attachmentProxy"", description = ""Support Matlab code for converting number into engineering style"", name = ""num2eng.m"", url = ""https://flowrepository.org/experiments/539/attachments/800/download"", size = 1857, md5sum = ""a58f3c35170ab1f3a6e45aad30435ecb"", localpath = NULL)|new(""attachmentProxy"", description = ""FRET efficiency analysis report"", name = ""FRETresults.pdf"", url = ""https://flowrepository.org/experiments/539/attachments/801/download"", size = 1527678, md5sum = ""26041dd2210d4b77e6f1ec47b61e1572"", localpath = NULL)|new(""attachmentProxy"", description = ""TEX source for creating report file"", name = ""FRETresults.tex"", url = ""https://flowrepository.org/experiments/539/attachments/802/download"", size = 7759, md5sum = ""022d4f85c3ae58bab660052d2013f919"", localpath = NULL)",6,6
FR-FCM-ZZGS,T Cell Differences Between Young and Elderly,Tim Mosmann,Jonathan Rebhahn,"new(""attachmentProxy"", description = NULL, name = ""Aging1_2_Demographics.csv"", url = ""https://flowrepository.org/experiments/540/attachments/847/download"", size = 8258, md5sum = ""529f71090d9d80ee8714fd3ebe61dd95"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""Aging1_2_Instrument_Settings.csv"", url = ""https://flowrepository.org/experiments/540/attachments/848/download"", size = 5538, md5sum = ""e1ad9263cbf8825f6d7ff3aa675b7db4"", localpath = NULL)",136,30
FR-FCM-ZZGT,Magnetic field and Nano Effects_Cancer Cells,Anjan Kumar  Dasgupta,Anjan Kumar  Dasgupta,NA,18,18
FR-FCM-ZZGU,Magnetic field and Nano Effects_Cancer Cells_2,Anjan Kumar  Dasgupta,Anjan Kumar  Dasgupta,NA,11,11
FR-FCM-ZZWB,Blood samples depleted by a particular cell population,Andreas Gruetzkau,Andreas Gruetzkau,NA,15,15
FR-FCM-ZZWC,CyTOF 32-parameter panel,Andreas Gruetzkau,Andreas Gruetzkau,NA,1,1
FR-FCM-ZZWG,PTAA,Marek Los,Marek Los,"new(""attachmentProxy"", description = NULL, name = ""Fig_2_Kinetic.tiff"", url = ""https://flowrepository.org/experiments/592/attachments/846/download"", size = 51586398, md5sum = ""8c41ea78f4a23349c1a21ac60f83f9cf"", localpath = NULL)",12,12
FR-FCM-ZZWM,Novel Flow Cytometric Analysis of the Blood Brain Barrier,Dionna Williams,Dionna Williams,"new(""attachmentProxy"", description = NULL, name = ""analysis.wsp"", url = ""https://flowrepository.org/experiments/598/attachments/850/download"", size = 293620, md5sum = ""4f456325192cc44cf67bb18c9a70ef29"", localpath = NULL)",9,9
FR-FCM-ZZWX,Inactivation of urod in zebrafish blood cells,Leonard Zon,Ellen Durand,"new(""attachmentProxy"", description = NULL, name = ""WT_siblings.pdf"", url = ""https://flowrepository.org/experiments/600/attachments/863/download"", size = 38542, md5sum = ""0497ec563080aaf5e258864aba59acaa"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""UroD_mutants.pdf"", url = ""https://flowrepository.org/experiments/600/attachments/864/download"", size = 39935, md5sum = ""85dca69b172e7a3842ad76886bc9484c"", localpath = NULL)",2,2
FR-FCM-ZZWU,"OMIP-030: Characterization of eight major human CD4+ T helper subsets, including Tregs, via surface markers",Gerhard Wingender,Gerhard Wingender,"new(""attachmentProxy"", description = NULL, name = ""OMIP_PBMC_example.jo"", url = ""https://flowrepository.org/experiments/606/attachments/865/download"", size = 801244, md5sum = ""463d5f58b0b0924d7b3eb32797942f35"", localpath = NULL)",1,1
FR-FCM-ZZJ5,PSMS compensation T cell subpopulation panel,Tiara Byrd,Tiara Byrd,NA,8,8
FR-FCM-ZZJ6,Errington,Rachel J Errington,Rachel J Errington,"new(""attachmentProxy"", description = NULL, name = ""Errington_DPPcells_GFP_expression.bmp"", url = ""https://flowrepository.org/experiments/614/attachments/870/download"", size = 8558816, md5sum = ""c83d7327e69aed9de2ca36846e14acee"", localpath = NULL)",1,1
FR-FCM-ZZJ7,GvHD data subset,Josef Spidlen,Josef Spidlen,"new(""attachmentProxy"", description = ""Basic information about the dataset"", name = ""about.txt"", url = ""https://flowrepository.org/experiments/615/attachments/871/download"", size = 1024, md5sum = ""ad362d6a46d68286872274413a6788e8"", localpath = NULL)|new(""attachmentProxy"", description = ""Example gate screenshot"", name = ""ExampleGate.png"", url = ""https://flowrepository.org/experiments/615/attachments/872/download"", size = 12896, md5sum = ""73aaef5f7d8061f96d36332a6e4be80a"", localpath = NULL)",2,2
FR-FCM-ZZJB,Quantitation of Cell-Cell Fusion Using the Multicolor FCM Assay I,Pablo Aguilar,Valentina Salzman,"new(""attachmentProxy"", description = NULL, name = ""140715_NS.plo"", url = ""https://flowrepository.org/experiments/619/attachments/884/download"", size = 464577, md5sum = ""38e71d7d1ea58088f917352499b575d4"", localpath = NULL)",15,15
FR-FCM-ZZJE,Monitoring tumor response during radiotherapy: mice with colon cancer,Darya Orlova,Darya Orlova,NA,18,18
FR-FCM-ZZJF,Quantifying the immunological and phenotypic differences between three genetically distinct mouse strains,Darya Orlova,Darya Orlova,NA,14,14
FR-FCM-ZZJH,Quantitation of Cell-Cell Fusion Using the Multicolor FCM Assay III,Pablo Aguilar,Valentina Salzman,"new(""attachmentProxy"", description = NULL, name = ""140527_NS.plo"", url = ""https://flowrepository.org/experiments/625/attachments/882/download"", size = 464480, md5sum = ""ffc103da80b152a282bbc3e7fce7f601"", localpath = NULL)",16,16
FR-FCM-ZZJL,Quantitation of Cell-Cell Fusion Using the Multicolor FCM Assay II. Cell Wall Staining Optimization. Mating Pairs Subpopulation Identification.,Pablo Aguilar,Valentina Salzman,"new(""attachmentProxy"", description = NULL, name = ""140807_NS_HISC.plo"", url = ""https://flowrepository.org/experiments/629/attachments/883/download"", size = 481365, md5sum = ""0e87d59d63882585691c75ddb8b98db9"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""FR-FCM-ZZ_JL.pdf"", url = ""https://flowrepository.org/experiments/629/attachments/920/download"", size = 1615181, md5sum = ""69e7103fb0822d05ada739db3520c466"", localpath = NULL)",38,30
FR-FCM-ZZJM,Quantitation of Cell-Cell Fusion of wt Sonicated Samples Using the Multicolor FCM Assay I,Pablo Aguilar,Valentina Salzman,"new(""attachmentProxy"", description = NULL, name = ""140130S.plo"", url = ""https://flowrepository.org/experiments/630/attachments/886/download"", size = 464054, md5sum = ""5c45304569053f45ec8286cf3e3da0c3"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""FR-FCM-ZZ_JM.pdf"", url = ""https://flowrepository.org/experiments/630/attachments/914/download"", size = 354477, md5sum = ""23d658af680f870b54147371d87b8a45"", localpath = NULL)",8,8
FR-FCM-ZZJN,Quantitation of Cell-Cell Fusion of wt Sonicated Samples Using the Multicolor FCM Assay II,Pablo Aguilar,Valentina Salzman,"new(""attachmentProxy"", description = NULL, name = ""140401_S.plo"", url = ""https://flowrepository.org/experiments/631/attachments/885/download"", size = 464364, md5sum = ""12579a7a047775b9aaf895cb43f51767"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""FR-FCM-ZZ_JN.pdf"", url = ""https://flowrepository.org/experiments/631/attachments/915/download"", size = 367428, md5sum = ""b90cbc2c2ef7d8a519b0e5994fa773d7"", localpath = NULL)",8,8
FR-FCM-ZZJX,Quantitation of Cell-Cell Fusion of wt Sonicated Samples Using the Multicolor FCM Assay III.,Pablo Aguilar,Valentina Salzman,"new(""attachmentProxy"", description = NULL, name = ""140527_S.plo"", url = ""https://flowrepository.org/experiments/632/attachments/887/download"", size = 464287, md5sum = ""edb316da8b1dca1400cb11e6e033016e"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""FR-FCM-ZZ_JX.pdf"", url = ""https://flowrepository.org/experiments/632/attachments/917/download"", size = 379661, md5sum = ""4d16530f2b80de370ec692c047d281c0"", localpath = NULL)",8,8
FR-FCM-ZZJP,Quantitation of Cell-Cell Fusion of wt Non Sonicated Samples Using the Multicolor FCM Assay I,Pablo Aguilar,Valentina Salzman,"new(""attachmentProxy"", description = NULL, name = ""140130_NS.plo"", url = ""https://flowrepository.org/experiments/633/attachments/888/download"", size = 463911, md5sum = ""a289ce6e3b041e7a8c1819242b565517"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""FR-FCM-ZZ_JP.pdf"", url = ""https://flowrepository.org/experiments/633/attachments/916/download"", size = 376296, md5sum = ""fad7910960c58271d88be6379bfeadec"", localpath = NULL)",8,8
FR-FCM-ZZJQ,Diagnostic tool in cystic fibrosis and allergic bronchopulmonary aspergillosis,Darya Orlova,Darya Orlova,NA,185,30
FR-FCM-ZZJR,Quantitation of Cell-Cell Fusion of wt Non Sonicated Samples Using the Multicolor FCM Assay II. Validation of Compensation Control,Pablo Aguilar,Valentina Salzman,"new(""attachmentProxy"", description = NULL, name = ""140401_NS.plo"", url = ""https://flowrepository.org/experiments/635/attachments/889/download"", size = 464442, md5sum = ""ac9516f61476b6cba157b862d870784e"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""FR-FCM-ZZ_JR.pdf"", url = ""https://flowrepository.org/experiments/635/attachments/912/download"", size = 496749, md5sum = ""6220e6917b9c698db87fb114c2eee8b5"", localpath = NULL)",10,10
